,date,S199,S200,S332B,S332BN,S332C,S332D,S332DX1,S12A,S12B,S12C,S12D,S333,S333N,S334,S343A,S343B,S344,S356,S18C_S,S12A_T,S12C_T,S12D_T,S12B_T,S333_T,S334_H,NESRS1,NESRS2,NP205_rain,NP205_stage,P33_rain,P33_stage,NP205_PET,P33_PET,G620_water_level,SWEVER4_stage,TSH_stage,NP62_stage
292,8/4/2021,135.61,150.35,258.04,126.33,137.02,248.72,0,0,0,0,251,0,915.11,0,0,0,0,395.97,189,8.16,8.15,8.23,8.14,8.27,7.99,7.49,7.63,0.82,6.045,0.21,6.449,1.89,1.89,5.03,2.36,2.53,3
293,8/5/2021,119.36,150.46,134.37,1.04,138.21,249.45,0,0,0,0,255,0,911.06,0,0,0,0,398.12,203,8.13,8.13,8.23,8.13,8.47,8,7.51,7.65,0.07,6.11,0.27,6.477,3.33,3.33,5.04,2.36,2.55,2.99
294,8/6/2021,118.49,150.43,133.85,0.77,139.68,251.33,0,0,0,0,259,0,896.83,0,0,0,0,389.9,307,8.13,8.13,8.23,8.13,7.89,8,7.53,7.66,2.12,6.144,0,6.495,4.06,4.06,5.03,2.36,2.54,2.98
295,8/7/2021,207.38,207.17,226.29,52.93,184.83,248.08,0,0,0,0,265,0,902.55,0,0,0,0,398.68,307,8.21,8.15,8.25,8.14,7.82,8.03,7.53,7.67,0.03,6.361,0.41,6.502,1.72,1.72,5.04,2.38,2.56,3.05
296,8/8/2021,298.47,295.8,366.25,65.9,277.78,256.26,0,0,0,0,267,0,901.86,0,0,0,0,388.45,249,8.16,8.14,8.25,8.14,8.26,8.04,7.55,7.69,0,6.37,0,6.52,3.63,3.63,5.04,2.45,2.66,3.17
297,8/9/2021,282.64,294.07,271.8,0.69,272.56,247.5,0,0,0,0,269,0,896.57,0,0,0,0,393.7,249,8.12,8.14,8.25,8.14,8.46,8.04,7.56,7.71,0.03,6.377,0,6.514,4.19,4.19,5.04,2.47,2.65,3.18
298,8/10/2021,224.47,293.62,133.32,0.23,277.38,247.81,0,0,0,0,269,0.11,895.01,0,0,0,0,374.56,216,8.09,8.14,8.24,8.14,7.87,8.05,7.57,7.71,0,6.39,0.41,6.522,4.17,4.17,5.04,2.43,2.62,3.17
299,8/11/2021,224.28,250.31,135.62,0,276.2,247.98,0,0,0,0,271,0,898.59,0,0,0,0,389.38,195,8.07,8.13,8.24,8.14,7.84,8.04,7.58,7.71,0,6.387,0,6.509,3.72,3.72,5.04,2.42,2.59,3.16
300,8/12/2021,224.59,244.94,259.04,43.41,276.37,249.01,0,0,0,0,272,0,898.94,0,0,0,0,397.28,152,8.09,8.13,8.24,8.14,8.27,8.02,7.58,7.71,0,6.369,0,6.496,4.32,4.32,5.04,2.43,2.58,3.15
301,8/13/2021,297.63,239,480.45,176.84,293.63,260.9,0,49,48,132,272,0,676.33,0,0,0,0,398.19,500,8.59,8.35,8.26,8.85,8.46,8.01,7.59,7.73,0.52,6.369,0.31,6.494,3.46,3.46,5.04,2.55,2.65,3.2
302,8/14/2021,296.81,296.86,524.69,256.18,282.8,303.62,0,91,85,208,269,0,577.48,0,0,0,0,395.09,337,8.97,8.54,8.3,8.89,7.86,7.99,7.64,7.79,0.72,6.435,0.83,6.516,2.84,2.84,5.05,2.56,2.69,3.24
303,8/15/2021,297.38,296.32,559.23,257.3,447.47,406.98,0,101,93,221,279,0,392.3,0,0,0,0,469.47,371,9.02,8.56,8.35,8.95,7.83,8.01,7.73,7.84,0.78,6.541,0.71,6.608,1.72,1.72,5.1,2.57,2.91,3.41
304,8/16/2021,296.97,295.65,553.06,255.03,447.34,419.53,0,106,96,225,284,0,376.74,0,0,0,0,468.75,349,9.05,8.57,8.36,8.97,8.28,8.01,7.76,7.83,0,6.555,0,6.639,4.84,4.84,5.09,2.58,2.93,3.43
305,8/17/2021,295.54,294.26,581.32,252.2,470.77,439.16,0,108,97,225,281,0,629.21,0,0,0,0,443.52,195,9.06,8.57,8.36,8.97,8.45,8.01,7.74,7.82,0,6.523,0,6.624,3.79,3.79,5.09,2.59,2.88,3.42
306,8/18/2021,236.74,294.14,543.14,245.74,339.58,441.53,0,105,96,223,281,0,730.16,0,0,0,0,404.04,149,9.05,8.57,8.34,8.97,7.86,8.01,7.71,7.79,0,6.47,0,6.613,4.6,4.6,5.08,2.6,2.85,3.39
307,8/19/2021,222.67,264.8,494.91,233.68,274.98,411.65,0,106,97,222,280,0,743.91,0,0,0,0,396.42,105,9.05,8.57,8.34,8.97,7.82,8.01,7.69,7.78,0,6.429,0,6.601,4.35,4.35,5.08,2.61,2.82,3.37
308,8/20/2021,222.44,222.39,388.06,120.93,273.29,249,0,104,96,222,280,0,750.25,0,0,0,0,392.9,129,9.04,8.57,8.34,8.97,8.28,8,7.67,7.75,0,6.394,0,6.591,5.14,5.14,5.08,2.59,2.79,3.34
309,8/21/2021,204.08,222.09,369.33,103.93,275.59,259.55,0,103,96,220,278,0,749.25,0,0,0,0,397.57,89.8,9.03,8.56,8.33,8.96,8.44,7.98,7.64,7.72,0,6.361,0,6.58,5.08,5.08,5.08,2.56,2.76,3.31
310,8/22/2021,155.41,222.19,310.96,116,274.07,249.13,0,102,98,220,277,0,741.1,0,0,0,0,393.4,103,9.03,8.57,8.34,8.96,7.85,7.97,7.63,7.72,0,6.332,0.01,6.568,3.61,3.61,5.08,2.53,2.73,3.27
311,8/23/2021,149.52,222.24,248.94,117.01,274.62,248.2,0,104,100,220,277,0,740.74,0,0,0,0,397.48,97.4,9.04,8.57,8.34,8.96,7.84,7.95,7.62,7.69,0,6.316,0,6.559,3.64,3.64,5.08,2.51,2.71,3.24
312,8/24/2021,149.58,209.92,250.31,118.06,273.27,248.7,0,102,101,205,250,0,778.9,0,0,0,0,391.6,61.9,9.03,8.55,8.32,8.96,8.28,7.94,7.6,7.68,0.01,6.302,0,6.551,3.85,3.85,5.09,2.48,2.68,3.22
313,8/25/2021,150,171.47,227.26,93.73,162.33,249.66,0.01,93,104,194,228,0,788.63,0,0,0,0,386.54,86.4,8.96,8.53,8.28,8.97,8.48,7.93,7.58,7.66,0.04,6.283,0.17,6.541,4.65,4.65,5.08,2.48,2.66,3.18
314,8/26/2021,162.52,222.87,155.08,22.38,138.65,249.36,0,85,108,196,230,0,797.03,0,0,0,0,393.39,184,8.88,8.54,8.29,8.99,7.84,7.95,7.59,7.65,1.09,6.384,0.3,6.572,4.07,4.07,5.11,2.53,2.78,3.2
315,8/27/2021,168.3,222.62,265.63,132.27,138.2,249,0,86,110,197,231,0,798.02,0,0,0,0,386.46,115,8.88,8.54,8.28,8.99,7.91,7.94,7.59,7.65,0,6.417,0,6.578,4.21,4.21,5.11,2.54,2.77,3.2
316,8/28/2021,168.41,222.52,257.14,122.75,138.45,249.3,0,85,111,196,230,0,799.56,0,0,0,0,385.38,212,8.87,8.54,8.28,8.98,8.28,7.94,7.58,7.63,0.05,6.401,0,6.57,3.61,3.61,5.11,2.53,2.74,3.18
317,8/29/2021,150.29,222.5,267.12,132.85,138.45,250.4,0,86,113,196,230,0,807.15,0,0,0,0,290.94,207,8.88,8.54,8.28,8.98,8.48,7.93,7.58,7.63,0,6.378,0,6.563,3.57,3.57,5.11,2.52,2.71,3.17
318,8/30/2021,150.23,222.32,149.91,16.4,137.19,250.07,0,86,116,196,231,0,802.56,0,0,0,0,260.43,138,8.88,8.54,8.28,8.99,7.85,7.92,7.58,7.63,0.24,6.361,0.67,6.572,4.21,4.21,5.11,2.55,2.7,3.19
319,8/31/2021,163.57,214.32,134.65,0.17,138.62,251.08,0,86,119,198,229,0,848.77,0,0,0,0,264.02,207,8.88,8.54,8.3,9,7.88,7.93,7.58,7.63,0,6.364,0.02,6.6,4.15,4.15,5.12,2.62,2.69,3.23
320,9/1/2021,188.07,222.45,121.49,0,138.55,249.96,0,37,122,286,76,0,872.56,0,0,0,0,364.46,211,8.61,8.63,8.16,9.01,8.27,7.95,7.59,7.63,0,6.341,0,6.594,3.61,3.61,5.12,2.64,2.7,3.22
321,9/2/2021,185.23,205.62,82.71,0,136.98,249.73,0,0,126,332,0,0,880.62,0,0,0,0,394.49,203,8.22,8.7,7.99,9.02,8.47,7.97,7.58,7.63,0.31,6.32,0,6.583,2.11,2.11,5.12,2.61,2.71,3.22
322,9/3/2021,198.7,238.8,164.64,58.81,136.76,249.72,0,0,129,334,0,0,919.81,0,0,0,0,396.39,150,8.17,8.71,7.97,9.03,7.85,8.06,7.58,7.72,1.16,6.36,0,6.579,3.87,3.87,5.14,2.6,2.72,3.22
323,9/4/2021,222.9,249.01,257.11,123.02,138.13,249.96,0,0,132,340,0,0,928.36,0,0,0,0,384.98,199,8.15,8.72,7.95,9.05,7.86,8.09,7.59,7.75,0.52,6.455,0.03,6.58,2.84,2.84,5.17,2.59,2.73,3.21
324,9/5/2021,236.97,268.66,265.36,130.91,160.05,250.93,0,0,133,344,0,0,932.53,0,0,0,0,382.75,305,8.14,8.72,7.93,9.05,8.18,8.08,7.6,7.75,0.07,6.489,0.12,6.58,3.93,3.93,5.2,2.6,2.74,3.22
325,9/6/2021,295.61,293.87,306.8,150.97,289.51,282.52,0,0,134,342,0,0,932.55,0,0,0,0,397.09,294,8.13,8.72,7.91,9.05,8.39,8.07,7.61,7.74,0,6.474,0,6.58,3.53,3.53,5.2,2.61,2.77,3.23
326,9/7/2021,295.29,293.5,455.58,191,288.93,304.44,0,0,135,341,0,0,934.46,0,0,0,0,397.33,310,8.24,8.73,7.91,9.06,7.83,8.08,7.61,7.75,1.22,6.484,0,6.575,3.25,3.25,5.24,2.69,2.8,3.24
327,9/8/2021,295.15,293.54,484.89,190.29,388.43,365.79,0,0,136,342,0,0,938.51,0,0,0,0,225.94,293,8.16,8.73,7.89,9.06,7.84,8.08,7.61,7.75,0.11,6.535,0,6.573,3.61,3.61,5.24,2.68,2.82,3.28
328,9/9/2021,294.7,293.35,496.97,217.72,301.26,439.55,0,0,135,343,0,0,930.89,0,0,0,0,385.41,317,8.14,8.73,7.89,9.06,8.38,8.1,7.64,7.8,0,6.522,0.03,6.575,4.6,4.6,5.25,2.67,2.83,3.34
329,9/10/2021,234.36,293.34,462.51,196.49,276.48,331.27,0,0,136,345,0,0,926,0,0,0,0,386.61,260,8.12,8.73,7.89,9.06,8.28,8.1,7.69,7.82,0.02,6.488,0,6.577,4.15,4.15,5.25,2.65,2.83,3.36
330,9/11/2021,222.93,293.11,360.8,127.38,275.37,318.76,0,0,136,344,0,0,923.06,0,0,0,0,386.88,180,8.11,8.73,7.88,9.06,7.81,8.09,7.67,7.79,0,6.456,0,6.567,4.19,4.19,5.25,2.64,2.82,3.36
331,9/12/2021,223.02,237.04,347.21,131.55,264.7,305.56,0,0,135,342,0,0,928.55,0,0,0,0,385.88,191,8.1,8.73,7.87,9.05,7.82,8.08,7.66,7.78,0,6.418,0,6.562,3.53,3.53,5.25,2.63,2.81,3.36
332,9/13/2021,223.29,222.58,343.28,128.32,215.1,250.36,0,0,140,348,0,0,939.74,0,0,0,0,390.77,198,8.12,8.74,7.88,9.06,8.35,8.1,7.65,7.78,0.09,6.378,0.25,6.57,2.8,2.8,5.24,2.69,2.83,3.38
333,9/14/2021,263.72,262.72,337.23,122.06,249.13,249.86,0,0,149,365,0,0,942.39,0,0,0,0,366.75,244,8.15,8.77,7.89,9.13,8.26,8.1,7.67,7.77,0.01,6.353,0.18,6.587,2.71,2.71,5.23,2.7,2.85,3.38
334,9/15/2021,282.25,284.11,346.54,127.8,217.11,248.66,0,0,152,369,0,0,957.99,0,0,0,0,387.12,262,8.16,8.79,7.9,9.14,7.85,8.11,7.67,7.77,1.24,6.395,0,6.587,3.21,3.21,5.24,2.7,2.86,3.4
335,9/16/2021,223.77,235.65,344.67,118.28,261.11,248.95,0,0,155,386,0,0,960.61,0,0,0,0,398.73,338,8.28,8.8,7.94,9.16,7.79,8.12,7.67,7.77,2.11,6.58,0.02,6.585,2.88,2.88,5.27,2.72,2.88,3.44
336,9/17/2021,241.89,255.06,392.27,153.51,314.41,301.61,0,0,163,416,0,0,935.38,0,0,0,0,393.72,354,8.37,8.84,7.97,9.24,8.32,8.14,7.69,7.79,1.9,6.747,2.97,6.66,3.1,3.1,5.27,2.7,2.86,3.44
337,9/18/2021,297.34,296.14,447.6,156.33,422.01,504.82,0,0,182,438,0,0,881.7,0,0,0,0,419.02,265,8.36,8.88,8.04,9.31,8.27,8.2,7.81,7.87,0.01,6.81,0,6.825,4.34,4.34,5.47,2.68,2.87,3.44
338,9/19/2021,296.38,295.05,465.7,169.93,374.17,477.47,0,0,183,443,0,0,800.09,0,0,0,0,464.69,213,8.34,8.88,8.02,9.32,7.85,8.21,7.8,7.95,0.05,6.738,0,6.81,2.41,2.41,5.45,2.68,2.89,3.43
339,9/20/2021,296.82,295.41,504.71,193.46,348.19,419.55,0,0,183,442,0,0,806.52,0,0,0,0,389.09,226,8.41,8.88,8.01,9.32,7.76,8.21,7.8,7.93,0.03,6.703,0.02,6.801,2.13,2.13,5.43,2.68,2.86,3.43
340,9/21/2021,296.3,294.88,445.56,156.41,328.08,389.39,0,0,187,436,0,0,830.29,0,0,0,0,397.78,269,8.36,8.9,8.02,9.33,8.28,8.21,7.88,7.96,0.43,6.673,0.22,6.81,2.04,2.04,5.42,2.68,2.84,3.43
341,9/22/2021,291.72,292.75,462.63,114.74,446.06,434.93,0,0,189,417,0,0,858.36,0,0,0,0,454.62,414,8.36,8.9,8.04,9.35,8.26,8.24,7.88,7.96,1.11,6.694,0.02,6.818,2.6,2.6,5.41,2.7,2.84,3.48
342,9/23/2021,298.19,297.05,420.11,97.86,428.94,437.45,0,0,190,457,0,0.06,951.64,0,0,0,0,490.31,481,8.37,8.9,8.05,9.34,7.85,8.31,7.95,8.03,0.07,6.673,0.31,6.827,3.79,3.79,5.41,2.73,2.86,3.56
343,9/24/2021,297.74,296.49,368.4,102.75,381.17,373.54,0,0,195,461,0,0,996.8,0,0,0,0,475.26,381,8.41,8.92,8.12,9.36,7.73,8.34,7.95,8.03,0.33,6.635,0.36,6.884,3.33,3.33,5.44,2.77,2.93,3.62
344,9/25/2021,285.97,295.16,370.64,104.6,273.98,377.78,0,0,202,466,0,0,969.85,0,0,0,0,389.11,334,8.42,8.93,8.2,9.36,8.27,8.37,8.01,8.09,1.5,6.655,0.28,6.888,3.98,3.98,5.47,2.79,2.95,3.65
345,9/26/2021,274.79,294.18,365.05,100.17,274.5,321.91,0,0,219,490,0,0,1009.12,0,0,0,0,388.69,279,8.42,8.96,8.2,9.43,8.26,8.37,8.01,8.12,0.01,6.728,0.06,6.905,4.58,4.58,5.55,2.79,2.94,3.68
346,9/27/2021,236.43,293.27,394.03,105.55,290.87,302.46,0,0,214,489,0,0,1015.45,0,0,0,0,486.31,246,8.46,8.95,8.17,9.43,7.82,8.35,7.99,8.08,0,6.695,0,6.902,4.97,4.97,5.54,2.76,2.92,3.66
347,9/28/2021,223.06,265.8,371.79,105.56,280.36,318.59,0,0,202,845,287,763.62,466.04,0,0,0,0,519.17,221,8.38,9.46,8.76,9.39,7.72,8.38,7.97,8.06,0,6.656,0,6.893,4.8,4.8,5.52,2.74,2.9,3.65
348,9/29/2021,223.19,222.18,403.4,101.65,325.81,311.76,0,0,185,991,370,1366.29,0,0,0,0,0,527.19,204,8.48,9.66,8.77,9.36,8.26,8.42,7.94,8.05,0,6.62,0,6.883,4.52,4.52,5.5,2.73,2.89,3.64
349,9/30/2021,223.01,221.85,366.87,101.96,336.51,310.28,0,0,177,967,357,1333.68,0,0,0,0,0,509.25,204,8.46,9.62,8.8,9.34,8.27,8.41,7.93,8.05,0.36,6.606,0,6.878,3.68,3.68,5.48,2.71,2.87,3.62
350,10/1/2021,225.89,244.76,377.41,110.73,354.19,318.47,0,0,184,597,359,1283.8,0,0,0,0,0,516.92,249,8.35,9.28,8.81,9.33,7.81,8.43,7.94,8.08,0.39,6.626,0.96,6.914,3.46,3.46,5.49,2.73,2.91,3.62
351,10/2/2021,241.2,292.82,370.35,105.76,355.32,317.79,0,0,237,416,374,1190.97,0,0,0,0,0,517.42,249,8.34,9,8.78,8.61,7.71,8.41,7.96,8.09,0,6.615,0,6.96,3.63,3.63,5.53,2.75,2.93,3.62
352,10/3/2021,223.5,236.57,351.31,103.21,339.8,312.27,0,0,244,422,378,1196.06,0,0,0,0,0,518.08,234,8.33,8.98,8.77,8.56,8.26,8.43,7.96,8.09,0,6.575,0,6.945,3.07,3.07,5.54,2.73,2.9,3.63
353,10/4/2021,223.43,221.89,316.41,98.85,341.83,293.65,0,0,93,424,380,1198.33,0,0,0,0,0,508.74,243,8.37,8.98,8.76,8.54,8.27,8.43,7.97,8.1,0,6.54,0,6.939,3.48,3.48,5.55,2.71,2.88,3.63
354,10/5/2021,199.55,221.72,317.71,101.44,355.43,317.04,0,0,0,547,580,1253.66,0,0,0,0,0,426.21,212,8.32,9.14,8.9,8.53,7.81,8.42,7.97,8.09,0,6.508,0,6.932,3.48,3.48,5.55,2.7,2.87,3.64
355,10/6/2021,161.48,222.07,316.87,99.55,354.68,317.53,0,0,0,847,805,1312.94,0,0,0,0,0,396.37,190,8.31,9.41,9.19,8.6,7.79,8.41,7.98,8.07,0.03,6.473,0.06,6.93,2.8,2.8,5.55,2.68,2.85,3.65
356,10/7/2021,166.86,221.86,335.42,117.65,355.31,318.56,0,0,0,839,741,1336.98,0,0,0,0,0,396.68,208,8.37,9.39,9.22,8.62,8.26,8.41,7.98,8.07,0.04,6.443,0,6.932,3.61,3.61,5.55,2.67,2.84,3.66
357,10/8/2021,210.97,246.77,350.86,134.11,357.06,360.05,0,0,0,834,721,1288.68,0,0,0,0,0,388.53,244,8.31,9.38,9.22,8.62,8.24,8.43,7.97,8.07,0,6.414,0,6.925,3.4,3.4,5.55,2.65,2.82,3.67
358,10/9/2021,280.53,294.51,337.46,135.32,490.86,442.29,0,0,0,918,869,650.78,0,0,0,0,0,508.17,207,8.45,9.62,9.41,8.75,7.78,8.45,8.02,8.19,2.5,6.623,0.54,6.965,1.98,1.98,5.73,2.65,2.8,3.67
359,10/10/2021,223.51,271.08,346.81,130.9,355.24,444.31,0,0,0,847,840,1143.63,0,0,0,0,0,443.73,159,8.41,9.61,9.42,8.72,7.78,8.44,8.04,8.17,0,6.667,0,6.991,4.56,4.56,5.73,2.64,2.79,3.68
360,10/11/2021,223.7,222.85,348.7,131.26,372.84,434.69,0,0,0,826,818,1199.87,0,0,0,0,0,453.05,212,8.41,9.59,9.41,8.7,8.26,8.44,8.04,8.14,0,6.632,0.02,7.002,3.79,3.79,5.73,2.63,2.79,3.68
361,10/12/2021,244.4,258.97,341.61,133.81,340.26,433.17,0,0,0,831,819,1065.63,0,0,0,0,0,473.25,266,8.37,9.62,9.46,8.71,8.21,8.44,8.03,8.12,0,6.595,0.04,7.015,2.26,2.26,5.72,2.66,2.81,3.68
362,10/13/2021,223.45,275.28,350.87,133.26,332.54,424.87,0,0,0,846,963,946.01,0,0,0,0,0,474.77,248,8.39,9.65,9.62,8.74,7.74,8.42,8.04,8.11,0.01,6.567,0,7.027,4.62,4.62,5.74,2.7,2.85,3.66
363,10/14/2021,223.52,230.9,350.98,133.06,354.63,361.55,0,0,0,971,1230,0,0,0,0,0,0,521.84,209,8.39,9.8,9.88,8.74,7.72,8.24,8.06,8.1,0,6.541,0.01,7.04,3.93,3.93,5.75,2.7,2.86,3.65
364,10/15/2021,223.51,222.98,352.44,133.78,354.53,437.01,0,0,0,1020,1220,0,0,0,0,0,0,443.2,206,8.34,9.86,9.88,8.77,8.28,8.16,8.04,8.05,0.07,6.518,0.07,7.059,4.28,4.28,5.76,2.71,2.87,3.63
365,10/16/2021,223.45,222.54,352.01,133.94,367.74,439.91,0,0,0,997,1200,0,0,0,0,0,0,397.8,177,8.33,9.86,9.88,8.78,8.21,8.11,8.01,8,0,6.501,0,7.078,4,4,5.78,2.71,2.86,3.61
366,10/17/2021,192.45,222.57,340.69,133.09,338.71,429.85,0,0,0,975,1180,0,0,0,0,0,0,396.94,165,8.33,9.86,9.88,8.79,7.72,8.05,7.98,7.95,0,6.479,0,7.082,3.98,3.98,5.8,2.69,2.84,3.6
367,10/18/2021,150.49,222.62,322.82,133.79,301.24,401.91,0,0,0,949,1160,0,0,0,0,0,0,398.05,155,8.31,9.85,9.88,8.8,7.7,7.97,7.95,7.9,0,6.449,0,7.086,4.24,4.24,5.82,2.67,2.82,3.57
368,10/19/2021,157.7,222.58,362.33,132.67,275.55,397.09,0,0,0,913,1100,289.66,148.38,0,0,0,0,397.75,139,8.3,9.82,9.83,8.8,8.27,7.96,7.91,7.86,0,6.41,0,7.089,3.83,3.83,5.83,2.65,2.79,3.55
369,10/20/2021,150.42,222.59,350.79,134.65,216.33,436.24,0,0,0,848,985,631.68,636.13,0,0,0,0,393.52,136,8.29,9.72,9.71,8.8,8.19,8.13,7.89,7.83,0,6.37,0,7.094,4.26,4.26,5.84,2.63,2.77,3.51
370,10/21/2021,150.38,222.48,353.4,134.8,261.73,345.82,0,0,0,808,943,532.68,640.19,0,0,0,0,397.97,139,8.37,9.68,9.67,8.78,7.71,8.18,7.88,7.83,0,6.34,0,7.098,3.72,3.72,5.84,2.62,2.75,3.5
371,10/22/2021,162.95,222.72,349.76,133.27,303.36,318.91,0,0,0,790,929,384.67,647.3,0,0,0,0,374.86,224,8.3,9.69,9.67,8.78,7.68,8.18,7.89,7.87,1.06,6.372,0.24,7.12,1.51,1.51,5.87,2.7,2.75,3.51
372,10/23/2021,178.07,232.06,354.83,135.51,354.12,428.65,0,0,0,773,917,303.07,651.35,0,0,0,0,346.26,275,8.29,9.69,9.68,8.78,8.28,8.18,7.91,7.89,0,6.415,0,7.155,2.43,2.43,5.91,2.77,2.77,3.51
373,10/24/2021,216.27,222.57,351.98,134.59,355.04,443.52,0,0,0,744,886,354.28,642.55,0,0,0,0,395.81,258,8.28,9.67,9.66,8.78,8.17,8.2,7.93,7.92,0,6.383,0,7.16,2.58,2.58,5.89,2.73,2.77,3.5
374,10/25/2021,210.75,222.57,352.56,134.61,352.82,436.07,0,0,0,721,859,492.95,629.69,0,0,0,0,391.3,264,8.36,9.65,9.64,8.78,7.7,8.24,7.95,7.95,0.25,6.365,0.2,7.166,2.43,2.43,5.88,2.71,2.78,3.5
375,10/26/2021,199.51,222.8,346.9,135.24,348.75,434.9,0,0,0,697,826,667.56,608.86,0,0,0,0,398.4,209,8.29,9.63,9.61,8.78,7.65,8.3,7.97,7.96,0.09,6.358,0.34,7.174,3.29,3.29,5.87,2.7,2.77,3.49
376,10/27/2021,175.61,223.12,339.42,134.39,337.09,433.29,0,0,0,673,794,713,662.36,0,0,0,0,397.69,260,8.28,9.6,9.59,8.78,8.27,8.33,7.98,7.98,0,6.345,0,7.164,3.68,3.68,5.87,2.68,2.76,3.49
377,10/28/2021,159.43,222.99,289.94,86.46,340.57,385.49,0,0,0,638,746,762.14,724.42,0,0,0,0,397.34,173,8.27,9.55,9.53,8.76,8.16,8.37,7.98,7.99,0,6.32,0.02,7.156,2.52,2.52,5.86,2.66,2.75,3.48
378,10/29/2021,218.87,248.34,340.26,133.67,343.89,432.12,0,0,0,629,746,685.66,649.63,0,0,0,0,393.34,329,8.29,9.56,9.55,8.77,7.8,8.42,8.03,8.06,0.23,6.31,0.51,7.185,3.14,3.14,5.86,2.77,2.85,3.58
379,10/30/2021,223.91,240.25,331.33,133.26,338.03,343.69,0,0,0,623,747,677.04,646.39,0,0,0,0,397.3,255,8.26,9.55,9.54,8.76,7.63,8.41,8.03,8.06,0.01,6.302,0.01,7.173,2.77,2.77,5.85,2.74,2.84,3.59
380,10/31/2021,223.81,222.68,312.54,132.17,315.68,308.05,0,0,0,617,749,674.9,645.06,0,0,0,0,401.82,229,8.24,9.53,9.53,8.75,8.27,8.4,8.02,8.06,0.01,6.278,0,7.161,3.72,3.72,5.84,2.72,2.81,3.6
381,11/1/2021,184.05,222.75,321.71,132.33,326.34,361.96,0,0,0,613,760,633.53,617.86,0,0,0,0,400.66,241,8.23,9.52,9.52,8.75,8.14,8.38,8.02,8.06,0,6.257,0,7.144,3.7,3.7,5.82,2.7,2.79,3.6
382,11/2/2021,173.97,222.79,341.4,132.3,347.53,365.89,0,0,0,611,770,635.56,606.79,0,0,0,0,367.89,206,8.3,9.52,9.52,8.74,7.74,8.37,8.02,8.06,0,6.245,0.02,7.136,1.81,1.81,5.81,2.69,2.78,3.61
383,11/3/2021,163.2,222.92,342.21,134.52,288.61,435.29,0,0,0,495,789,652.8,622.48,0.17,0,0,0,325.97,203,8.23,9.37,9.53,8.74,7.6,8.37,8.03,8.07,0,6.235,0,7.131,2.26,2.26,5.8,2.68,2.77,3.61
384,11/4/2021,161.84,222.87,350.69,134.22,276.54,418.98,0,0,0,472,799,644.39,627.93,0,0,0,0,397.16,197,8.21,9.29,9.52,8.71,8.27,8.38,8.04,8.07,0,6.226,0,7.125,2.04,2.04,5.8,2.67,2.76,3.62
385,11/5/2021,212.63,253.61,387.46,132.04,357.65,388.87,0,0,0,504,884,486.23,481.42,0,0,0,0,396.73,262,8.32,9.35,9.63,8.72,8.11,8.4,8.05,8.09,1.45,6.293,0.89,7.17,0.54,0.54,5.81,2.78,2.84,3.68
386,11/6/2021,256.6,294.19,416.57,134.16,400.29,444.07,0,0,0,540,975,510.91,478.82,0,0,0,0,381.88,311,8.38,9.41,9.73,8.75,7.69,8.41,8.12,8.15,0.01,6.405,0,7.214,3.42,3.42,5.87,2.87,2.92,3.74
387,11/7/2021,223.92,260.03,350.97,133.45,407.46,445.26,0,0,0,541,981,581.67,548.06,0,0,0,0,398.62,287,8.35,9.4,9.72,8.73,7.57,8.41,8.09,8.12,0,6.402,0,7.194,3.79,3.79,5.85,2.83,2.88,3.73
388,11/8/2021,224.08,238.67,350.36,134.46,375.46,437.75,0,0,0,541,990,599.05,572.47,0,0,0,0,398.29,274,8.33,9.4,9.71,8.73,8.28,8.4,8.08,8.11,0,6.379,0,7.179,3.91,3.91,5.84,2.79,2.86,3.73
389,11/9/2021,210.58,223.24,351.54,134.88,354.35,443.17,0,0,0,541,987,599.8,572.67,0.09,0,0,0,389.7,234,8.36,9.39,9.71,8.72,8.08,8.39,8.06,8.09,0,6.358,0,7.165,3.21,3.21,5.82,2.76,2.84,3.72
390,11/10/2021,185.71,223.46,338.83,132.08,344.2,434.51,0,0,0,543,991,471.86,450,0,0,0,0,402.99,212,8.31,9.39,9.71,8.73,7.7,8.37,8.06,8.09,0,6.342,0,7.159,3.27,3.27,5.81,2.74,2.83,3.72
391,11/11/2021,170.36,223.3,350.82,134.79,295.76,423.25,0,0,0,581,1070,0,0,0,0,0,0,393.66,202,8.31,9.43,9.81,8.73,7.54,8.21,8.05,8.07,1,6.358,0.41,7.168,1.93,1.93,5.81,2.73,2.82,3.71
392,11/12/2021,186.34,223.28,352.46,135.01,304.66,432.63,0,0,0,754,1110,0,0,0,0,0,0,397.59,212,8.32,9.66,9.86,8.75,8.27,8.14,8.04,8.03,0.19,6.445,0,7.181,1.12,1.12,5.84,2.72,2.82,3.71
393,11/13/2021,150.81,223.48,265.19,58.3,313.2,433.76,0,0,0,877,1110,0,0,0,0,0,0,386.79,185,8.32,9.83,9.86,8.8,8.06,8.09,8.01,7.99,0,6.474,0,7.171,2.92,2.92,5.83,2.71,2.81,3.71
394,11/14/2021,164.53,223.37,216.7,0,353.01,431.29,0,0,0,880,1110,0,0,0,0,0,0,400.75,184,8.31,9.83,9.87,8.81,7.65,8.04,7.98,7.94,0,6.472,0,7.161,2.52,2.52,5.82,2.7,2.79,3.71
